"bold_bin","classification","LT_ARM4_MAY2019_B","LT_BAL1_MAY2019_A","LT_ZET2_MAR2021_A","LT_ARM1_MAY2019_B","LT_ARM3_MAY2019_B","LT_DRA1_MAY2019_B","LT_WHE1_MAR2021_B","LT_WHE2_MAR2021_B","LT_WHE2_MAY2019_B","LT_ZET2_MAY2019_A","LT_ARM1_MAR2021_A","LT_ARM4_MAR2021_B","LT_WHE1_MAR2021_A","LT_WHE2_MAY2019_A","LT_ARM1_MAY2019_A","LT_ARM4_MAR2021_A","LT_BAL1_MAY2019_B","LT_ZET2_MAR2021_B","LT_DRA1_MAR2021_A","LT_ARM3_MAY2019_A","LT_DRA1_MAY2019_A","LT_WHE1_MAY2019_A","LT_ARM2_MAY2019_B","LT_ARM3_MAR2021_B","LT_ARM2_MAY2019_A","LT_ARM4_MAY2019_A","LT_WHE1_MAY2019_B","LT_ZET1_MAY2019_B","LT_ZET2_MAY2019_B","LT_WHE2_MAR2021_A","LT_ARM2_MAR2021_A","LT_ARM3_MAR2021_A","LT_ARM1_MAR2021_B","LT_ARM2_MAR2021_B","LT_BAL1_MAR2021_A","LT_BAL1_MAR2021_B","LT_ZET1_MAR2021_B","LT_DRA1_MAR2021_B","LT_ZET1_MAY2019_A","LT_ZET1_MAR2021_A"
"BOLD:AEF1395","k__Animalia;p__Arthropoda;c__Insecta;o__Blattodea;f__Kalotermitidae;s__;g__Neotermes;s__castaneus",1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0
"BOLD:AEM4984","k__Animalia;p__Arthropoda;c__Insecta;o__Hemiptera;f__Reduviidae;g__Rasahus;s__sp. 1YB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BOLD:AEM6011","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Euteliidae;g__Nagara;s__vitrea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"BOLD:AEM6058","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Mimallonidae;g__Cicinnus;s__fogia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"BOLD:AEM6423","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Geometridae;s__Ennominae;g__Macaria;s__perpendiculata",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0
"BOLD:AEM6539","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Noctuidae;g__Noctuidae_genus;s__sp. 26YB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"BOLD:AEM7926","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Geometridae;g__Macaria;s__sp. 8YB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"BOLD:AEM9315","k__Animalia;p__Arthropoda;c__Insecta;o__Hemiptera;f__Reduviidae;g__Melanolestes;s__morio",0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BOLD:AEN0998","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Crambidae;g__Boeotarcha;s__sp. 1YB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BOLD:AEN1892","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Crambidae;g__Sufetula;s__sp. 1YB",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"BOLD:AEN4074","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Notodontidae;g__Hemiceras;s__sp. 1YB",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
"BOLD:AEN5210","k__Animalia;p__Arthropoda;c__Insecta;o__Hemiptera;f__Reduviidae;g__Ctenotrachelus;s__sp. 1YB",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BOLD:AEN5638","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Geometridae;g__Tricentra;s__sp. 8YB",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BOLD:AEN6317","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Crambidae;g__Argyria;s__sp. 1YB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"TAX:16587","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Notodontidae;s__Dicranurinae;g__Lirimiris;s__lignitecta",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TAX:327133","k__Animalia;p__Arthropoda;c__Insecta;o__Hemiptera;f__Flatidae;s__Flatinae;g__Epormenis;s__roscida",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"TAX:372024","k__Animalia;p__Arthropoda;c__Insecta;o__Coleoptera;f__Passalidae;s__Passalinae;g__Verres;s__hageni",0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
"TAX:722403","k__Animalia;p__Arthropoda;c__Insecta;o__Hemiptera;f__Reduviidae;s__Ectrichodiinae;g__Brontostoma;s__nanus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"TAX:722422","k__Animalia;p__Arthropoda;c__Insecta;o__Hemiptera;f__Reduviidae;s__Saicinae;g__Saica;s__rubripes",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TAX:736637","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Bombycidae;s__Bombycinae;g__Anticla;s__anticaDHJ04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"TAX:804768","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Crambidae;s__Spilomelinae;g__Gonocausta;s__Janzen03",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"TAX:895548","k__Animalia;p__Arthropoda;c__Insecta;o__Hemiptera;f__Reduviidae;s__Emesinae;g__Empicoris;s__sp.1YB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
